ID,标题,视频号名称,视频号分类,公众号名称,视频链接,页面链接,文件大小,时长,阅读量,点赞量,评论量,收藏数,转发数,创建时间,IP所在地,下载时间,页面来源,搜索关键词
ID_14807442447773800776,超实用数据线神器！感谢 “氦杰客” 的无私分享，其他平台同名，感谢大家关注作者，资源已上架魔顿 #C4D #3D,Modown魔顿,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQClTGicRjeL5ysgzjecdsFV1ZPVO9q6ACjRtWUr86rhtJtOxUC02Pd5FRsm9CSWgNO8hmXvwIleQFicuZic6swwLib2&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a1ac&token=AxricY7RBHdX2N5vk3lE8eRE7iajfficwXLf6Zlz2WuQDDnsfPMkqqpTIk4TwhE9vFKND78DSK1CdSZicI6iboULgicoFZDUAxvY6WzQvEKdiclzEia55anibQKpU6RNHajXyg6mICdOCiaC9UbiaGO4XjZf82GianJ4ZYMm1FLyF5EuCK3X1kA&basedata=CAESABoGeFdUMTExGgZ4V1QxMTIaBnhXVDE1NhoGeFdUMTEzGgZ4V1QxNTcaBnhXVDE1OCIAKgcI4DMQABgC&sign=gFQByItPrVrpFxjvva2yTKkR2kJMDdgeWYE5kC6yxPNwIWqa-JcbWTN9d4AyiBNs3mq75tfo9oAllBQ75eB5MA&ctsc=143&web=1&extg=8f0000&svrbypass=AAuL%2FQsFAAABAAAAAABAPk%2Bhl9LBAfSX6cJQaRAAAADnaHZTnGbFfAj9RgZXfw6VZprbzRyU3ec5haMoRRqn8ss4x8WExxOvahCONwbU7s9MZC5Kv%2BSsQVs%3D&svrnonce=1766900457,,15.86 MB,01:13,,19,9,62,128,2025-12-08 17:04:54,,2025-12-28 13:47:22,batch_profile,
ID_14798498573133617652,C4D作品源文件+制作课程大公开 感谢@淮情c4d 淮情大佬的无私分享，感谢大家持续关注这位大佬的视频,Modown魔顿,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=rjD5jyTuFrIpZ2ibE8T7YmwgiahniaXswqz5GMk0Cic7Oj74scFPQFRLND163ESP8Toj4RMDbzMptZIh0S6xibwEwaj0U5qYibcAniad2VaHlK8RNeloXP0M8J4Hw&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a170&token=AxricY7RBHdX2N5vk3lE8eeUiaqKTVAsvvufibx7zbdiaA5Zwv0rsTvM0u7txNqJm6dHDtXay3VN5prSmg9qcowOF29UO8Ticib4EkMk0OMqg4qjzibmmTyWic0I3wzCdiaiaWUGNX8pcMvoI2cibnYSpx3hxq6YNh9fIicBxLVia3Kia0gpfHsib0&basedata=CAESABoGeFdUMTExGgZ4V1QxNTYaBnhXVDExMhoGeFdUMTU3GgZ4V1QxMTMaBnhXVDE1OCIAKgcI4DMQABgC&sign=iglxbmHdI_Z_7NAka2VSW0NMLoHjWVe_CeJCB6XFyUsaEAcIbCX5c9dZ_Xi86xK3-pJMXa2M1TtzK73Qn7gwMA&ctsc=143&web=1&extg=8f0000&svrbypass=AAuL%2FQsFAAABAAAAAADmU8AvW2md888B6cJQaRAAAADnaHZTnGbFfAj9RgZXfw6VZprbzRyU3ds45dkpCgm38ss4x8WExxOvatl5pN0koaKr6mjcmi926Ss%3D&svrnonce=1766900457,,4.53 MB,00:11,,2,2,10,6,2025-11-26 08:55:01,,2025-12-28 13:47:24,batch_profile,
ID_14797789987900627450,这活还干不干#c4d #3D #建模渲染 #3D设计,Modown魔顿,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=rjD5jyTuFrIpZ2ibE8T7Ym3K77SEULgkiaEl9WPHNSSj5gburn5MONvKKvlO3tlUhaSQoicXql7ibgFQ9iaLQEpuNa9MAwGAqMyatic7bauOTuprj7M9yM00BqMw&hy=SZ&idx=1&m=&uzid=7a206&token=AxricY7RBHdX2N5vk3lE8eVAuBQZayiaRP9zho35Ts63xHKiaHiaEDJfI1aWXtjzItLGOKJ9viaVPKNHXujoA90GHDTOUqD1F8p3Edas2IhVqaWyXvOibj0jaMzlRKL2O2iaufMcvOfsYwfXAia3PI3NZMtX5QlKyRAQo2j5sF6nQDG0TMw&basedata=CAESABoGeFdUMTExGgZ4V1QxMTIaBnhXVDEyNhoGeFdUMTEzGgZ4V1QxMjcaBnhXVDEyOCIAKgcI4DMQABgC&sign=MRkZe1AQrlMSntJVyHuLuNLkBhN7vM4bMSZk7VVn2c5-zs2Ac3SkjpiDN4JKT7esvsDShqGsuyEOAx13IwhvNw&ctsc=143&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAACZjX5VRJTXFDQ17sJQaRAAAADnaHZTnGbFfAj9RgZXfw6VGNf2xBL8SV5ItY84qd%2FFeksOc0EemT6qc%2FvOrvynFc9MsvK6i6T2Jew%3D&svrnonce=1766900462,,1.86 MB,00:09,,35,14,94,51,2025-11-25 09:27:11,,2025-12-28 13:47:25,batch_profile,
ID_14797374328506751497,非常逼真的兰花花朵盛开C4D动画，带ABC格式，通用其他软件 #C4D #3D #C4D动画,Modown魔顿,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=rjD5jyTuFrIpZ2ibE8T7YmwgiahniaXswqzOIWKKiaian3Gw1WpE4ucujW5xkvVRH5pMDC2ybEtpeWVIeGxLib4Ytgfibz1NRFUsRohTqe7iaH4WfZ1COTlGG9dxQg&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a21a&token=x5Y29zUxcibBc2ibTwHnRuveNPEcqWy414fbaqvxpJOlnkA45URIEhfI9a9mbOxyY7Eo8oC3cpnW3mwT2XMtjpC4gNsYmcZWiaMqZr56XViaUKstDvI34DDddOhe3RHgibu0eKhAlCC1xicqvwHVq2xvRPOQqAV0vXywUibnv96K59xOqI&basedata=CAESABoGeFdUMTExGgZ4V1QxMTIaBnhXVDE1NhoGeFdUMTU3IgAqBwjgMxAAGAI&sign=n8FTT4gGhvNs4fgO-Zz65_7Wep1IXmnRVfFLtW9px_ac55gh1cIIe1YIoPYBSwegKjUsePjiZSjDd8zLK_Z-xg&ctsc=143&web=1&extg=8f0000&svrbypass=AAuL%2FQsFAAABAAAAAADp1YarVVBuIxpX7sJQaRAAAADnaHZTnGbFfAj9RgZXfw6VGNf2xBL8SS1PqZsU6vnGeksOc0EemT6qc%2BPnAB1i5U1n01p3%2B0hS%2F5E%3D&svrnonce=1766900462,,1.58 MB,00:07,,2,1,4,3,2025-11-24 19:41:20,,2025-12-28 13:47:28,batch_profile,
ID_14803565960396675373,C4D汽车动画绑定工程 #c4d #c4d动画 #3D,Modown魔顿,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQAFBpX5AnZpqDIj6StpKm3tOjGnnynFX6af4UHK3RlSx6c75IndgdE8ub4CMETCUy2EedyYlQuJYD8XL9dWfX7I&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a152&token=x5Y29zUxcibBc2ibTwHnRuvZpfCricKqrdqTZUgOibicicx4lgINO7qDSFkenldBkJp8Ox0RVM70tbj6q6dRyVADegRoIPxb31tabBKbDIMEo4rP7tMYWibThPCfesG6tfqSicbvTzZNt0PicS4zZX9kICicB0ET78BEQMEBo2KkRhyyMZMnA&basedata=CAESABoGeFdUMTExGgZ4V1QxMTIaBnhXVDExMxoGeFdUMTU2GgZ4V1QxNTcaBnhXVDE1OCIAKgcI4DMQABgC&sign=RMgyece8oSMPaEOmDiNxOPCKlgR55Xk0ccB3eaEQNl8n32jdIqkdvYfnQmcyr3c4HiFLAWto2YIImPB6cgOfkg&ctsc=143&web=1&extg=8f0000&svrbypass=AAuL%2FQsFAAABAAAAAABd043n2sqsS3V76cJQaRAAAADnaHZTnGbFfAj9RgZXfw6VZprbzRyU3YI56Yt5Egmg8ss4x8WExxOvauYSXB05yNihFS4nYy6mgVA%3D&svrnonce=1766900457,,30.00 MB,00:25,,20,9,41,48,2025-12-03 08:43:00,,2025-12-28 13:47:28,batch_profile,
ID_14821763879459166558,小孩哥遇洒水车一路拼命躲避，直到跑不动后......水停了！#轻松一下,896汽车调频,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQAfdg8GAkrLcSlUfDff9iawAm5YJz8JiaRPia9iafibsib3gNI1yA1920V3My2wcsfOWchpv9Hib0iaY9hKsGHHeHAibKjUA&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a260&token=cztXnd9GyrGtViarBgpBqyU56kWsOMW0UrB05MeWeicZJ9uHEFpiaXx7SOmcdntZLswibFEecbgQX1JpCMS6cPkpek97KbicUaDZ8JNohQ7RsnHrlicWBecyAuI5HhAH9qxGLsqKvOygibczd9ST0HdALbSBv8S4pXpISLerqq44r2NJs8&basedata=CAESABoGeFdUMTExGgZ4V1QxMTIaBnhXVDExMxoGeFdUMTU2GgZ4V1QxNTcaBnhXVDE1OCIAKgcI4DMQABgC&sign=QcSSMQD_2JyFpOStS1DFs2bfDz305n3qc5rLWrtcv96wsm89Qe24VYQNHmoBB8A9sUPE-tFCw6mUneQYBiN-lA&ctsc=143&web=1&extg=8f0000&svrbypass=AAuL%2FQsFAAABAAAAAABmnt12gJNmKAfqfctQaRAAAADnaHZTnGbFfAj9RgZXfw6VkipGuEdNaXw7rBJzANQVAAJPqHOYbRPvrt0lHsvv6XbPUJ%2FuIv6l8iY%3D&svrnonce=1766902653,,12.16 MB,00:17,,4,5,28,16,2025-12-28 11:19:01,,2025-12-28 14:18:15,batch_profile,
ID_14821422119177165170,"八方鸿运喜相连！今天是12月28日，星期日，农历冬月初九，祝您事业八面春风，财源八方汇聚，好运四通八达，早安！
#早安 #美好的一天从我的问候开始 #财源滚滚 #12月好运 #祝福",896汽车调频,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=rjD5jyTuFrIpZ2ibE8T7YmwgiahniaXswqzJwT5o6soiaRibiaxYniasLC2F9IFTW2hV7xTNmWDAqwcPTnjiaJA6xuI8rV73czHcq6gbfjKjUvhW98PmoypajJksmw&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a166&token=AxricY7RBHdVpjZKc4PCNzlCao0ib9pkMHC3uWP5OOgJVqrJGgRhlqJB4dJ4n5aTJqUVKruDkjqvLBvq9uKaoicfVA3OCr7phlTOInGkM9W8VcrwXqrzI7RQko7T9u1iaicgoSp1lEad0DGTI8QMVQJW2jNe46ic2icGqJA3zm32BSmWJ0&basedata=CAESABoGeFdUMTExGgZ4V1QxMTIaBnhXVDEyNhoGeFdUMTEzGgZ4V1QxMjcaBnhXVDEyOCIAKgcI4DMQABgC&sign=i6ldI9-u_8ZCyYvByn4qdG-h7S0fO4ia7myL2YOZ3fFRHQhKnJVr9XzZ884KiN0PpVp45-bnM1keSJo25K9pmQ&ctsc=143&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAABR3cyE980Xm06pfctQaRAAAADnaHZTnGbFfAj9RgZXfw6VkipGuEdNaVA7mHBMa5sVAAJPqHOYbRPvrqh5bN967fHl2apuXZGDVPI%3D&svrnonce=1766902653,,2.69 MB,00:10,,227,47,217,11119,2025-12-28 00:00:00,,2025-12-28 14:18:16,batch_profile,
ID_14821301329372256621,多地#保时捷 4S店“跑路”？经销商回应：集团实际经营情况困难，暂停营业#郑州中原保时捷,896汽车调频,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQBCibuQqQQLUQj0OAtj7d8G4L7D9qu7FodqXONNQafN5VpfmekRZzHBSr2ZnaDONwSiaTGHZgpXzHMVUdia5ibYDk7R&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a1ac&token=AxricY7RBHdVpjZKc4PCNzlCao0ib9pkMHCZOqBRvgOt1eY2C5ic0dhwWLlYWoicUBk6ccjmjJ1pnkzCvAA2KZACvn5Z6gMicJlftg96ETib1yeTlcnv3UT1DCA5tcqyVeKXOq47OCia8AJqdYvyZkqcYXwye48lqwk3m8ibUQZyWicMs6rc&basedata=CAESABoGeFdUMTExGgZ4V1QxMTIaBnhXVDE1NhoGeFdUMTEzGgZ4V1QxNTcaBnhXVDE1OCIAKgcI4DMQABgC&sign=7GHqoUoPpVDgAVYA8ldmzE5_HExrBt6EKF6ZoG5jsP5e7jMUnB4EgX0gYSgTrjBYxfWsUOkzS8EpVS1-2IJmoA&ctsc=143&web=1&extg=8f0000&svrbypass=AAuL%2FQsFAAABAAAAAAAO1gZzdgfFw4RLfctQaRAAAADnaHZTnGbFfAj9RgZXfw6VkipGuEdNaU87oH91Fv8aAAJPqHOYbRPvrvl%2B0MnD%2BefEtJzemiRGvRk%3D&svrnonce=1766902653,,16.75 MB,00:13,,2,,3,6,2025-12-27 20:00:01,,2025-12-28 14:18:19,batch_profile,
ID_14821240928232544651,电影#飞驰人生 3定档马年春节！#沈腾,896汽车调频,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQAG84lfF1f4uQPqasbChrwv2vEN75YQ4OA2WPzVcrAsbdqYdicC63rCniajBCtPd4t2yVhadDpYJY2kftKYBia68na&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a170&token=AxricY7RBHdVpjZKc4PCNzlCao0ib9pkMHfIVPI8xCqnO82WkXoCYKL4nIqMjQJzT7wJUTXYJOFzqUkSwET01n3jf5wC8Uau3knEJeuSGLsAxCJZywMiaLhjmpu8P2nRBmhoBict6LicMiaAMjAcCDhFTz2yECaTiceFpKFdLBhLxAnbh8&basedata=CAESABoGeFdUMTExGgZ4V1QxMTIaBnhXVDExMxoGeFdUMTU2GgZ4V1QxNTcaBnhXVDE1OCIAKgcI4DMQABgC&sign=_YwMv0Y2atm3-zVMSu3AXljOe91RZ3Q1e8O2_YA2kSzvRj4dd3S81jUtjgWjC9cXLv1xDq5FXPBAPMQgyiKYog&ctsc=143&web=1&extg=8f0000&svrbypass=AAuL%2FQsFAAABAAAAAABgQPy0wOLe%2Fc0AfctQaRAAAADnaHZTnGbFfAj9RgZXfw6VkipGuEdNaSk6iANgdOIaAAJPqHOYbRPvrvngqSC1nQGiZ9ZAKvdPSMY%3D&svrnonce=1766902653,,10.05 MB,00:08,,11,,14,9,2025-12-27 18:00:01,,2025-12-28 14:18:21,batch_profile,
ID_14821696427263007084,#海豚 表演仅靠尾巴驱动，直立身体在水上快速移动！网友：不敢信！快告诉我这是 AI？#萌宠,896汽车调频,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQBiba8laA8M1OWz3L0R6LY5QEzqWonP6GXcaicGHIuHCiaNcobEicQbKD3I5dCcukBGkH4JgqI0kX2tentkMzsLSMxr&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a1b6&token=AxricY7RBHdVpjZKc4PCNzhQIoAwowsb6esGcDxR5SIojwly60QRPqOPqPBbMXpxJod9LuScibxLNzhEKO31icIBee2o4T4Cib1vH5AVgmficcdGCMgpcFGgFTEgEpc3pXtZEvRv4WsUPQPHbv1RlKCTkyqic4TuDziagd3ibNA6ia2Q5PKY&basedata=CAESABoGeFdUMTExGgZ4V1QxMTIaBnhXVDExMxoGeFdUMTU2GgZ4V1QxNTcaBnhXVDE1OCIAKgcI4DMQABgC&sign=wGededVXeHhBF-Jv1EHgQTDkxmvXG7o7eeUKQ0q8E10SJ4C3SKIvDbf6OK1aloNjqOlsHShfRukQ5iu_MQz8lA&ctsc=143&web=1&extg=8f0000&svrbypass=AAuL%2FQsFAAABAAAAAABQebFjnFq%2Bqp%2FhfctQaRAAAADnaHZTnGbFfAj9RgZXfw6VkipGuEdNaU476BACPMUVAAJPqHOYbRPvruvWEKlqbw8Qb7F3V9ZmLlw%3D&svrnonce=1766902653,,16.66 MB,00:10,,6,1,12,2,2025-12-28 09:05:01,,2025-12-28 14:18:22,batch_profile,
ID_14821180534172424562,再踩红线？！“嘎子哥”#谢孟伟 成“老赖”#嘎子,896汽车调频,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQAld21f1cKfmmq9iaHRyuBu5ptY1UibL8GI5zutWfC2vG8CMgzbX2ORN9BaKmAsEcL7vqZuichGWI2tibbzlTibP9Zmu&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a21a&token=x5Y29zUxcibBrBLUtmciafYI1rIiaGc32G4nt2d5NsciabAlGDr0jmmoS5Efv1U6xVUM7abqLrczLIzRDEKRONb5lOFlTreB2wkKsiaiczpMqJ5vLeLk2eEPmYl9DE88HVQnBEaWk6ydZe6fmfWDaIeYibdh9H1arrsmGHpCJGTl5IlpwY&basedata=CAESABoGeFdUMTExGgZ4V1QxMTIaBnhXVDExMxoGeFdUMTI2GgZ4V1QxMjcaBnhXVDEyOCIAKgcI4DMQABgC&sign=e0_msLIpDQtCIQHinlYskMxUknLqnY7aGjtcxr8DQLlWipAcMnQSJkJp_S2_V_1NpwC7eMb_j2D6mHAbn3L5hQ&ctsc=143&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAAAaf7aVtORxQUUbfctQaRAAAADnaHZTnGbFfAj9RgZXfw6VkipGuEdNaVA7iFdGUtAaAAJPqHOYbRPvrjO8QCe1V9SntYCN0c41W%2FY%3D&svrnonce=1766902653,,10.46 MB,00:09,,218,,400,219,2025-12-27 16:00:01,,2025-12-28 14:18:23,batch_profile,
ID_14821120131853130115,部分饮品的高咖啡因含量易引发失眠、心悸等反应?#霸王茶姬 回应：法务部门已全面介入,896汽车调频,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQCZpJweUBqlqmsOYQGZaaooBTD4hGVOZxGVHGIic7ic7hOnVZx9ic1TPyS9yOnm3VJ4Yr7ZcqJNJicZEoe5RjSzMeoY&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a1b6&token=x5Y29zUxcibBrBLUtmciafYDggr35LmqVicGh7QpsaRsmE6IzgUf3y5q4DOnibtPeugMrpjXS9rIA6cqmgB0nwSxBUo6SHPljXib9v3XCJsxKjCkmDJdrZiciasEeKVSBtUaTuhw1uX8Nm41AAUiciaesUDLanmsOXUGicovBib3oQzI42MoYA&basedata=CAESABoGeFdUMTExGgZ4V1QxMTIaBnhXVDExMxoGeFdUMTI2GgZ4V1QxMjcaBnhXVDEyOCIAKgcI4DMQABgC&sign=GnqkAxwS_6CdrtE1eA7swe6T84pxl6fthkr6QFOzOvH0y8bQmPuR6lpV0N3qOVCAR_ngx2OZWqUCbtFzW9v4rA&ctsc=143&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAAC3lht6s5tbBw%2F%2FfctQaRAAAADnaHZTnGbFfAj9RgZXfw6VkipGuEdNaSE61E5OMMYaAAJPqHOYbRPvrkdu2QWPR71DZZAuCw0JdUU%3D&svrnonce=1766902653,,9.15 MB,00:08,,15,,27,41,2025-12-27 14:00:01,,2025-12-28 14:18:27,batch_profile,
ID_14821821754278353294,阳光下的治愈一幕！狗狗：等我挪下窝 这里暖和 #治愈一幕,896汽车调频,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQDKfqWnR55NticRReq9EDUibibadMznvesibn25cfswnVrMyGvDNcnmAicNhvrZfHYlCzEB2iaNbKeSpY2FjSf7qXgV0m&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a22e&token=x5Y29zUxcibBrBLUtmciafYO0SD8rSxfAhMCY9o5P0oFjK9MLErX0z6ribEUlANhxaf3Dticq5xuSjQvIoia9kWeLbAEpDKqXLDgoTcFbC7ibK3J0OMhLZ5ictlrM31sOr5q6ic7qGykJd7yEGqoVraqCjYJN0x5E9bxsGp4icS0Vb0KSvz4&basedata=CAESABoGeFdUMTExGgZ4V1QxMTIaBnhXVDE1NhoGeFdUMTU3IgAqBwjgMxAAGAI&sign=O5JqOwDsM1mHQRJ2XUUpWQ-0KqovM3Kt_Z-xeI56qOW8ovrainMLXu_2VFTtbCzQQOYrux6oOWLkQ7T-oN_k2w&ctsc=143&web=1&extg=4f0000&svrbypass=AAuL%2FQsFAAABAAAAAAARXtk8IeNjDL11fctQaRAAAADnaHZTnGbFfAj9RgZXfw6VkipGuEdNaSw6hFJDfOYVAAJPqHOYbRPvrtk9EVrW%2Bh6GuGyDtdZdJV8%3D&svrnonce=1766902653,,20.91 MB,00:41,,2,,3,,2025-12-28 13:14:01,,2025-12-28 14:18:29,batch_profile,
ID_14821211051782117744,#西安地铁 15号线一期将于12月29日11时开通初期运营,896汽车调频,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQCeyibMQWmHicRbsyypT4MQfbibLypWiafM8QYNjGq5KlzPNWPSjFeKlJfVlP2JvANaQ2Vro2frh0dgYBs9d0IqwXrc&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a22e&token=x5Y29zUxcibBrBLUtmciafYP8LM5MQLTtCpfCH63icIB1o7IibFfra1gCmpZHMMU5ZIjXn3LPPTicXZohZKJNT8Pg6pMlFUSEnM6MITicCriadno9NQSRzCoHRa6bPn5Shv7lDjy77hONViaTLib5nQlChZicxuNARiaKYN0NFL5H7n9BhcMw4&basedata=CAESABoGeFdUMTExGgZ4V1QxMTIaBnhXVDE1NhoGeFdUMTEzGgZ4V1QxNTcaBnhXVDE1OCIAKgcI4DMQABgC&sign=GtI01J2DKryV43NSiFu3Exnw5dcrft_PsDyCA3Mwgo0DQVnG0-0jPBzkVIiXTxJK8nI4WNewozQLW4rbG6vEhg&ctsc=143&web=1&extg=8f0000&svrbypass=AAuL%2FQsFAAABAAAAAACIOWnd6P5KfgMufctQaRAAAADnaHZTnGbFfAj9RgZXfw6VkipGuEdNaVI77Fk%2FausaAAJPqHOYbRPvrozj%2Fd%2BWpeuWcI4K3PfrxsU%3D&svrnonce=1766902653,,9.81 MB,00:08,,9,1,10,10,2025-12-27 17:00:39,,2025-12-28 14:18:31,batch_profile,
ID_14821059731308812684,继黄金、白银后，铂金也涨！#深圳 水贝投资铂金条现货稀缺#铂金 #黄金#水贝,896汽车调频,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQAPDVYswfZEAnvWWBCzXf1gh8UOe4mwuWB6pyDlwuErBnFM5smvqq60lTia6cUiaqZLguZSympTovvbu5GTh3pnYe&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a15c&token=x5Y29zUxcibBrBLUtmciafYDggr35LmqVicaiaKHLBLFOiaAgtmjJ9iaCYSbAgzIUDibaugc06V1XRm1zKQbyTRpMoXT5icuKp7VLKsa4w436z1Cf0qFs0MDOEMaDDqLIE68a0E0OZRpicFmsmYMyZVEAl5VGLOXL49AxyRupOtQ3vHgSeNI&basedata=CAESABoGeFdUMTExGgZ4V1QxMTIaBnhXVDExMxoGeFdUMTU2GgZ4V1QxNTcaBnhXVDE1OCIAKgcI4DMQABgC&sign=8KNTAeG2qNxjSZQACLu893uo4Yyr8xRtGG9FE2u_xhngITy0GrZ8a0iqMDs0ZrhFBcFkotyKZD6YaE8mNkuvbw&ctsc=143&web=1&extg=8f0000&svrbypass=AAuL%2FQsFAAABAAAAAABi31pg98Q%2FTtrTfctQaRAAAADnaHZTnGbFfAj9RgZXfw6VkipGuEdNaS46oHE8HrQaAAJPqHOYbRPvrnWpqTHWeqXtatMd7s6Dfls%3D&svrnonce=1766902653,,10.23 MB,00:08,,,,,2,2025-12-27 12:00:00,,2025-12-28 14:18:32,batch_profile,
ID_14820697342981642628,"七星高照好运来！今天是12月27日，星期六，农历冬月初八，祝您生活七星护佑，福气七彩祥云，好运七喜临门，早安！
#早安 #美好的一天从我的问候开始 #财源滚滚 #12月好运 #祝福",896汽车调频,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=rjD5jyTuFrIpZ2ibE8T7YmwgiahniaXswqzKfuwZPl3j3Qzz71aHianocmMkkkNHK1iatLlWKhR4g4QmFsFtBd8uwxFrnRBWChUKTlicZDItcZmkXnGbyickGwmxQ&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a260&token=AxricY7RBHdVpjZKc4PCNzpCiaOW7n9iccknn2JnHktiad1r6VKgjLTQic8qiaqEG4UQ8H0qkliap7A5lia1kRexlHWLda6PzUpWFkdY03nr59fWB6aB958Ac7C5iaN80HCibHSBB1gHrZoYDia1N8vp443CGt6v1y8tSxUic7DSZ0osoyrVMNQ&basedata=CAESABoGeFdUMTExGgZ4V1QxNTYaBnhXVDExMhoGeFdUMTEzGgZ4V1QxNTcaBnhXVDE1OCIAKgcI4DMQABgC&sign=b-peDhB0UnP-2ume2rmN2E78T1hXu0WZiIunZKhTjCAJeBdrN65QguxRAK2cWzr5gkgfHA1pPzAWOomsV8ipGA&ctsc=143&web=1&extg=8f0000&svrbypass=AAuL%2FQsFAAABAAAAAADm5b0R1Xz%2BNWTIfctQaRAAAADnaHZTnGbFfAj9RgZXfw6VkipGuEdNaSY61BItQeYbAAJPqHOYbRPvrv%2BSvfDvWI8camwF87NqVoQ%3D&svrnonce=1766902653,,2.50 MB,00:10,,173,,167,9237,2025-12-27 00:00:00,,2025-12-28 14:18:32,batch_profile,
ID_14820563288405842302,“大蒜味优酸乳” 引热议，客服：未添加真实大蒜，但有蒜味。#乳蒜乳#伊利,896汽车调频,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=rjD5jyTuFrIpZ2ibE8T7YmwgiahniaXswqz8sYLdpPw0BY7vFKEleg3gQKyhM9fXVeNHFTn0cltndj9plRj5p16VrZ18ib0Stf2k8DvjR5h1e6CgMl3UoxP38w&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a1ac&token=x5Y29zUxcibBrBLUtmciafYF0ltWuNvvh6okRYVAfibLQ6MrQk5PZsvd3s25nwlwf2Sux6hKPSDPicDLFaUZZDvrxVVUvCRdiawT7JbAJpgDHmBRYOnYZKdQbM4bKZ7Cs2icSWmcVdymQW11AVC6ic1h3eMU5OxCNERdeJJHnXh0fhOvxM&basedata=CAESABoGeFdUMTExGgZ4V1QxNTYaBnhXVDExMhoGeFdUMTU3GgZ4V1QxMTMaBnhXVDE1OCIAKgcI4DMQABgC&sign=CMIsmmPZ_7Cr3tmISaM13kgdUocB8cmfmKuPXKTLue3zPdRWCw16Q7vreI4dEJHQGo2guIJaOFYZf4V_3ptexQ&ctsc=143&web=1&extg=8f0000&svrbypass=AAuL%2FQsFAAABAAAAAADbTfbnGLrjUmugfctQaRAAAADnaHZTnGbFfAj9RgZXfw6VkipGuEdNaVw7qAhtDscbAAJPqHOYbRPvrtKQPPHCGNBqwYn1JSyoqqI%3D&svrnonce=1766902653,,2.13 MB,00:10,,33,,36,46,2025-12-26 19:33:40,,2025-12-28 14:18:33,batch_profile,
